job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
7380.0,Data Engineer,,Retail,India,Remote,Senior,10.0,Bachelor,0.0,0.0,1.0,0.0,0.0,118432.0,12.0,2025.0,Medium,5.0
7381.0,Data Analyst,MNC,Education,Singapore,Hybrid,Mid,2.0,Master,1.0,0.0,0.0,1.0,0.0,110281.0,12.0,2020.0,Low,2.0
7382.0,Business Analyst,Startup,Technology,India,Remote,Mid,1.0,Master,1.0,0.0,1.0,1.0,1.0,114411.0,10.0,2022.0,High,1.0
7383.0,Machine Learning Engineer,Enterprise,Education,Canada,Onsite,Mid,10.0,PhD,0.0,1.0,1.0,0.0,1.0,136450.0,9.0,2020.0,Medium,5.0
7384.0,AI Engineer,MNC,Technology,Germany,Onsite,Senior,0.0,Master,1.0,1.0,1.0,0.0,1.0,183783.0,7.0,2021.0,Low,3.0
7385.0,Machine Learning Engineer,Medium,Technology,Germany,Hybrid,Mid,1.0,PhD,1.0,0.0,0.0,1.0,1.0,142720.0,8.0,2021.0,High,7.0
7386.0,Data Engineer,Startup,E-commerce,USA,Onsite,Mid,12.0,PhD,1.0,0.0,0.0,0.0,0.0,71459.0,7.0,2025.0,Medium,4.0
7387.0,AI Engineer,Startup,Education,Germany,Remote,Senior,14.0,Bachelor,1.0,1.0,1.0,1.0,1.0,181373.0,12.0,2020.0,High,1.0
7388.0,Data Scientist,Startup,Healthcare,USA,Onsite,Senior,12.0,Master,1.0,1.0,1.0,1.0,0.0,131563.0,2.0,2022.0,High,6.0
7389.0,Data Scientist,Enterprise,Technology,UK,Remote,Mid,0.0,Bachelor,0.0,0.0,1.0,0.0,,96245.0,3.0,2026.0,Low,5.0
7390.0,AI Engineer,Enterprise,Finance,Canada,Hybrid,Senior,1.0,PhD,1.0,1.0,1.0,1.0,0.0,170153.0,2.0,2023.0,High,3.0
7391.0,Machine Learning Engineer,Enterprise,Education,Singapore,Hybrid,Mid,2.0,Bachelor,0.0,1.0,1.0,1.0,1.0,150731.0,7.0,2024.0,High,9.0
7392.0,Data Analyst,MNC,Technology,Canada,Onsite,Entry,5.0,PhD,0.0,1.0,0.0,1.0,1.0,99614.0,3.0,2026.0,Low,5.0
7393.0,Business Analyst,MNC,Technology,Singapore,Remote,Senior,5.0,Bachelor,1.0,0.0,0.0,0.0,0.0,118188.0,12.0,2025.0,Low,6.0
7394.0,Data Analyst,Enterprise,Retail,UK,Remote,Senior,2.0,PhD,0.0,1.0,1.0,1.0,0.0,131972.0,2.0,2023.0,High,6.0
7395.0,Data Scientist,MNC,E-commerce,Australia,Onsite,Senior,5.0,PhD,1.0,1.0,1.0,1.0,0.0,149339.0,12.0,2020.0,High,2.0
7396.0,AI Engineer,Medium,E-commerce,Canada,Hybrid,Entry,1.0,Bachelor,1.0,0.0,1.0,1.0,1.0,128065.0,4.0,2025.0,High,9.0
7397.0,Machine Learning Engineer,MNC,Healthcare,Australia,Remote,Entry,3.0,Master,0.0,0.0,0.0,1.0,1.0,133442.0,12.0,2025.0,Low,2.0
7398.0,Data Engineer,Medium,Education,USA,Hybrid,Senior,14.0,Bachelor,1.0,1.0,0.0,1.0,0.0,115985.0,12.0,2023.0,Medium,2.0
7399.0,Data Analyst,MNC,Healthcare,Germany,Remote,Entry,3.0,Bachelor,0.0,0.0,1.0,1.0,0.0,103935.0,9.0,2020.0,High,1.0
7400.0,Business Analyst,,Healthcare,Germany,Onsite,Entry,13.0,PhD,1.0,1.0,1.0,0.0,1.0,74979.0,2.0,2020.0,Medium,3.0
7401.0,Data Scientist,Medium,E-commerce,Singapore,Hybrid,Senior,2.0,Master,0.0,0.0,0.0,0.0,0.0,98515.0,11.0,2021.0,High,7.0
7402.0,Business Analyst,Startup,Technology,Australia,Onsite,Entry,,Master,1.0,1.0,0.0,1.0,1.0,77015.0,1.0,2025.0,Low,6.0
7403.0,Business Analyst,Enterprise,E-commerce,Germany,Remote,Senior,13.0,Master,1.0,0.0,0.0,0.0,1.0,114683.0,3.0,2021.0,Medium,6.0
7404.0,Business Analyst,MNC,Education,Canada,Onsite,Entry,5.0,Bachelor,1.0,1.0,0.0,0.0,0.0,,12.0,2020.0,Low,3.0
7405.0,Data Analyst,Medium,Retail,USA,Remote,Entry,7.0,Bachelor,1.0,1.0,0.0,1.0,0.0,62686.0,12.0,2022.0,High,7.0
7406.0,Machine Learning Engineer,Startup,Healthcare,Australia,Remote,Mid,8.0,PhD,0.0,0.0,1.0,1.0,0.0,144365.0,8.0,2021.0,High,8.0
7407.0,Data Analyst,Medium,Healthcare,USA,Onsite,Senior,9.0,Master,0.0,0.0,0.0,1.0,0.0,117160.0,8.0,2025.0,Medium,5.0
7408.0,Data Analyst,MNC,Finance,UK,Hybrid,Senior,8.0,Master,0.0,1.0,0.0,0.0,0.0,117362.0,5.0,2022.0,High,7.0
7409.0,Business Analyst,Medium,Technology,India,Onsite,Senior,10.0,,1.0,1.0,1.0,1.0,1.0,140506.0,1.0,2023.0,High,3.0
7410.0,Data Scientist,Medium,Healthcare,India,Hybrid,Mid,10.0,Bachelor,0.0,1.0,0.0,0.0,0.0,78079.0,2.0,2023.0,Medium,5.0
7411.0,Data Analyst,Medium,Finance,Singapore,Remote,Mid,0.0,Master,0.0,0.0,0.0,1.0,1.0,96884.0,1.0,2021.0,High,8.0
7412.0,Data Scientist,Enterprise,Retail,Germany,Hybrid,Senior,10.0,PhD,1.0,0.0,1.0,1.0,0.0,133269.0,1.0,2021.0,High,7.0
7413.0,AI Engineer,Enterprise,E-commerce,USA,Remote,Senior,4.0,,1.0,0.0,1.0,1.0,1.0,184779.0,5.0,2022.0,High,6.0
7414.0,Machine Learning Engineer,Enterprise,Retail,Singapore,Remote,Senior,2.0,PhD,0.0,1.0,1.0,0.0,1.0,163571.0,1.0,2024.0,High,8.0
7415.0,Machine Learning Engineer,Enterprise,Retail,Singapore,Hybrid,Senior,13.0,Master,1.0,0.0,0.0,0.0,1.0,152172.0,8.0,2020.0,Medium,4.0
7416.0,Business Analyst,,Education,USA,Remote,Entry,8.0,PhD,1.0,1.0,0.0,1.0,1.0,79446.0,5.0,2020.0,Medium,4.0
7417.0,Data Analyst,MNC,Technology,Germany,Remote,Senior,9.0,PhD,0.0,1.0,1.0,1.0,1.0,163401.0,12.0,2021.0,High,9.0
7418.0,AI Engineer,Medium,Technology,UK,Hybrid,Senior,6.0,Bachelor,0.0,1.0,0.0,1.0,0.0,155581.0,6.0,2024.0,Low,3.0
7419.0,Business Analyst,,Finance,India,Remote,Senior,1.0,,1.0,0.0,1.0,1.0,0.0,128974.0,2.0,2024.0,High,5.0
7420.0,AI Engineer,MNC,E-commerce,Canada,Hybrid,Entry,1.0,Master,1.0,1.0,1.0,0.0,0.0,120336.0,3.0,2024.0,Low,1.0
7421.0,Business Analyst,MNC,Technology,India,Remote,Entry,6.0,Bachelor,0.0,0.0,0.0,0.0,0.0,72255.0,4.0,2024.0,High,8.0
7422.0,Data Engineer,MNC,Education,India,Remote,Senior,3.0,Master,0.0,1.0,1.0,0.0,1.0,147234.0,8.0,2025.0,Low,5.0
7423.0,Data Analyst,Medium,Retail,Australia,Hybrid,Senior,6.0,PhD,0.0,1.0,0.0,1.0,1.0,122626.0,8.0,2023.0,Low,4.0
7424.0,AI Engineer,Medium,Education,Australia,Hybrid,Mid,6.0,Master,1.0,1.0,0.0,0.0,1.0,129093.0,9.0,2022.0,High,7.0
7425.0,Data Scientist,Startup,E-commerce,Australia,Onsite,Mid,4.0,Master,1.0,0.0,1.0,0.0,0.0,90284.0,12.0,2021.0,Low,6.0
7426.0,Data Scientist,MNC,Technology,Australia,Onsite,Entry,3.0,Bachelor,1.0,0.0,0.0,1.0,0.0,80558.0,2.0,2024.0,Low,5.0
7427.0,Machine Learning Engineer,MNC,Healthcare,India,Onsite,Mid,8.0,Master,0.0,0.0,1.0,0.0,0.0,154134.0,1.0,2022.0,Medium,3.0
7428.0,Data Analyst,Startup,Retail,Germany,Onsite,Senior,7.0,Bachelor,0.0,1.0,1.0,0.0,1.0,127585.0,3.0,2024.0,Low,1.0
7429.0,Data Scientist,Enterprise,Finance,UK,Remote,Mid,8.0,Master,1.0,1.0,0.0,1.0,,95831.0,11.0,2025.0,Medium,5.0
7430.0,Data Scientist,,Education,Singapore,Onsite,Mid,13.0,Master,1.0,0.0,1.0,1.0,0.0,103482.0,12.0,2023.0,High,9.0
7431.0,Business Analyst,Startup,Healthcare,UK,Onsite,Senior,11.0,,0.0,1.0,1.0,0.0,0.0,114410.0,4.0,2026.0,Medium,5.0
7432.0,Data Scientist,Enterprise,Healthcare,USA,Hybrid,Entry,4.0,PhD,0.0,0.0,0.0,0.0,1.0,57176.0,11.0,2026.0,High,7.0
7433.0,Data Engineer,Enterprise,Healthcare,Australia,Onsite,Entry,12.0,Master,1.0,0.0,0.0,1.0,0.0,65236.0,11.0,2024.0,Medium,4.0
7434.0,Machine Learning Engineer,MNC,E-commerce,India,Hybrid,Entry,,Bachelor,1.0,0.0,1.0,0.0,1.0,133732.0,2.0,2020.0,Medium,4.0
7435.0,Data Scientist,Startup,E-commerce,Germany,Remote,Senior,12.0,Master,0.0,1.0,0.0,1.0,1.0,,2.0,2023.0,Medium,6.0
7436.0,Business Analyst,Medium,Finance,Singapore,Onsite,Senior,12.0,PhD,1.0,1.0,0.0,0.0,0.0,100145.0,2.0,2026.0,High,7.0
7437.0,Data Engineer,Medium,Education,Australia,Remote,Mid,6.0,Bachelor,1.0,0.0,1.0,1.0,1.0,111992.0,10.0,2020.0,High,1.0
7438.0,Data Analyst,MNC,Education,Australia,Remote,Entry,9.0,Bachelor,0.0,1.0,0.0,1.0,1.0,90358.0,2.0,2020.0,Medium,4.0
7439.0,Business Analyst,Medium,Finance,USA,Onsite,Entry,8.0,PhD,1.0,1.0,0.0,0.0,0.0,53500.0,2.0,2026.0,Medium,2.0
7440.0,Business Analyst,Medium,Finance,India,Remote,Senior,2.0,Bachelor,1.0,1.0,0.0,0.0,1.0,114600.0,9.0,2020.0,Low,3.0
7441.0,Business Analyst,MNC,Finance,Singapore,Onsite,Entry,9.0,,0.0,0.0,0.0,0.0,0.0,70310.0,6.0,2026.0,Medium,2.0
7442.0,Data Analyst,Startup,Education,Singapore,Remote,Mid,1.0,Master,1.0,0.0,1.0,1.0,1.0,114888.0,3.0,2026.0,High,3.0
7443.0,Data Analyst,Medium,Finance,Germany,Hybrid,Entry,14.0,Bachelor,1.0,0.0,1.0,0.0,0.0,69340.0,7.0,2023.0,High,8.0
7444.0,AI Engineer,Enterprise,E-commerce,Canada,Onsite,Entry,3.0,Bachelor,1.0,0.0,1.0,0.0,0.0,108923.0,12.0,2024.0,Low,5.0
7445.0,AI Engineer,MNC,Retail,Canada,Remote,Entry,0.0,Master,1.0,1.0,0.0,0.0,0.0,105296.0,10.0,2024.0,High,9.0
7446.0,Data Analyst,MNC,E-commerce,Germany,Onsite,Mid,7.0,Master,1.0,1.0,0.0,1.0,1.0,116614.0,5.0,2023.0,High,7.0
7447.0,Business Analyst,MNC,Healthcare,UK,Hybrid,Entry,0.0,PhD,1.0,0.0,0.0,0.0,1.0,79944.0,4.0,2021.0,High,7.0
7448.0,Data Analyst,MNC,Education,Australia,Hybrid,Entry,6.0,Master,1.0,0.0,0.0,1.0,1.0,92063.0,1.0,2025.0,Low,6.0
7449.0,Data Scientist,Medium,Technology,USA,Onsite,Senior,1.0,Master,0.0,0.0,0.0,0.0,1.0,111273.0,7.0,2025.0,Low,4.0
7450.0,Data Engineer,Startup,Retail,Australia,Onsite,Entry,10.0,PhD,0.0,0.0,1.0,0.0,1.0,,10.0,2021.0,High,9.0
7451.0,Data Analyst,MNC,Technology,India,Remote,Senior,1.0,PhD,0.0,0.0,0.0,1.0,1.0,147687.0,5.0,2022.0,High,9.0
7452.0,AI Engineer,MNC,Healthcare,Australia,Remote,Entry,2.0,Master,1.0,1.0,1.0,1.0,1.0,149328.0,8.0,2025.0,High,4.0
7453.0,Machine Learning Engineer,Medium,Healthcare,Germany,Onsite,Senior,13.0,Bachelor,0.0,1.0,1.0,1.0,0.0,174271.0,6.0,2026.0,High,4.0
7454.0,AI Engineer,Medium,Finance,Australia,Hybrid,Mid,4.0,PhD,0.0,1.0,0.0,0.0,1.0,121369.0,1.0,2026.0,Low,3.0
7455.0,Data Analyst,Medium,Finance,India,Remote,Senior,8.0,Master,1.0,1.0,0.0,1.0,1.0,122485.0,1.0,2024.0,Medium,2.0
7456.0,Data Engineer,Startup,Healthcare,Germany,Onsite,Senior,3.0,PhD,0.0,1.0,0.0,0.0,0.0,104689.0,8.0,2021.0,Low,2.0
7457.0,Data Scientist,Startup,Education,Canada,Remote,Senior,5.0,PhD,1.0,1.0,0.0,0.0,1.0,107101.0,10.0,2021.0,High,7.0
7458.0,Business Analyst,Medium,Healthcare,USA,Hybrid,Mid,14.0,Bachelor,0.0,1.0,0.0,1.0,1.0,103217.0,1.0,2023.0,High,9.0
7459.0,Data Scientist,MNC,Healthcare,USA,Remote,Mid,7.0,Bachelor,0.0,1.0,0.0,0.0,0.0,96960.0,2.0,2025.0,Low,1.0
7460.0,Data Engineer,,E-commerce,USA,Remote,Entry,11.0,PhD,0.0,0.0,1.0,1.0,0.0,80467.0,11.0,2023.0,High,5.0
7461.0,Machine Learning Engineer,Startup,Technology,Australia,Onsite,Mid,6.0,Master,0.0,1.0,1.0,0.0,0.0,134467.0,2.0,2024.0,Low,2.0
7462.0,AI Engineer,Enterprise,E-commerce,USA,Hybrid,Senior,3.0,PhD,0.0,1.0,1.0,0.0,1.0,160494.0,11.0,2026.0,Low,6.0
7463.0,Data Engineer,MNC,Finance,India,Remote,Entry,,Bachelor,0.0,1.0,0.0,1.0,1.0,91312.0,9.0,2022.0,Medium,5.0
7464.0,Data Analyst,MNC,Healthcare,India,Onsite,Entry,,Master,0.0,1.0,0.0,0.0,0.0,74355.0,6.0,2022.0,Low,2.0
7465.0,AI Engineer,Medium,E-commerce,USA,Hybrid,Entry,6.0,PhD,1.0,1.0,1.0,0.0,0.0,102177.0,5.0,2024.0,Low,5.0
7466.0,Data Engineer,,Education,Australia,Remote,Senior,3.0,Master,0.0,1.0,1.0,0.0,0.0,117143.0,2.0,2024.0,Low,2.0
7467.0,Data Scientist,Startup,Healthcare,India,Hybrid,Senior,13.0,PhD,0.0,0.0,1.0,1.0,0.0,131322.0,10.0,2026.0,High,8.0
7468.0,Data Scientist,Medium,Healthcare,Canada,Onsite,Mid,,Master,1.0,0.0,0.0,1.0,1.0,95578.0,6.0,2023.0,High,9.0
7469.0,Business Analyst,Enterprise,E-commerce,Germany,Hybrid,Entry,6.0,Bachelor,1.0,0.0,0.0,1.0,0.0,67612.0,7.0,2021.0,Low,2.0
7470.0,Business Analyst,Medium,Healthcare,Germany,Onsite,Senior,8.0,,1.0,0.0,1.0,0.0,1.0,125886.0,1.0,2024.0,Medium,6.0
7471.0,Business Analyst,Enterprise,Healthcare,Canada,Onsite,Entry,6.0,Bachelor,0.0,0.0,1.0,1.0,1.0,93575.0,1.0,2025.0,High,7.0
7472.0,Data Scientist,Startup,Education,Canada,Hybrid,Mid,7.0,Master,0.0,0.0,1.0,0.0,0.0,91318.0,5.0,2022.0,High,8.0
7473.0,AI Engineer,Startup,Healthcare,Germany,Hybrid,Entry,11.0,PhD,1.0,0.0,0.0,0.0,1.0,97587.0,5.0,2021.0,Medium,5.0
7474.0,Business Analyst,Enterprise,Retail,Singapore,Onsite,Entry,7.0,Bachelor,0.0,0.0,1.0,0.0,1.0,79713.0,10.0,2024.0,Low,2.0
7475.0,Data Engineer,MNC,E-commerce,Germany,Remote,Entry,7.0,PhD,1.0,0.0,1.0,0.0,1.0,97082.0,5.0,2022.0,Low,3.0
7476.0,Business Analyst,Medium,Retail,USA,Remote,Senior,4.0,Master,0.0,0.0,0.0,1.0,1.0,123690.0,7.0,2025.0,High,9.0
7477.0,Data Engineer,MNC,E-commerce,Singapore,Onsite,Mid,12.0,PhD,1.0,1.0,0.0,1.0,0.0,113070.0,8.0,2023.0,Medium,1.0
7478.0,Machine Learning Engineer,Startup,Finance,UK,Onsite,Entry,,PhD,0.0,0.0,0.0,1.0,,109678.0,7.0,2021.0,High,7.0
7479.0,Machine Learning Engineer,Startup,Finance,USA,Remote,Mid,2.0,Bachelor,1.0,1.0,0.0,1.0,0.0,127046.0,5.0,2020.0,High,9.0
7480.0,Data Scientist,MNC,Retail,USA,Hybrid,Senior,5.0,PhD,0.0,0.0,1.0,1.0,1.0,157673.0,2.0,2025.0,High,6.0
7481.0,Data Analyst,Medium,Technology,Singapore,Onsite,Mid,10.0,Bachelor,1.0,0.0,1.0,1.0,0.0,104126.0,11.0,2023.0,High,7.0
7482.0,Data Engineer,MNC,E-commerce,Singapore,Hybrid,Mid,5.0,Master,1.0,1.0,1.0,0.0,0.0,108473.0,6.0,2022.0,Low,4.0
7483.0,AI Engineer,Medium,Healthcare,USA,Remote,Entry,13.0,Bachelor,1.0,1.0,1.0,1.0,1.0,132318.0,6.0,2023.0,High,6.0
7484.0,Data Engineer,,Retail,Germany,Onsite,Entry,11.0,Master,0.0,0.0,0.0,0.0,0.0,53263.0,11.0,2022.0,Medium,4.0
7485.0,Data Analyst,Startup,E-commerce,Australia,Onsite,Entry,5.0,PhD,1.0,1.0,1.0,1.0,1.0,87031.0,10.0,2020.0,High,6.0
7486.0,Data Analyst,MNC,Education,India,Onsite,Entry,13.0,PhD,1.0,1.0,0.0,0.0,1.0,78940.0,3.0,2023.0,Medium,1.0
7487.0,Data Scientist,Startup,Education,Australia,Remote,Mid,9.0,Bachelor,0.0,1.0,1.0,1.0,1.0,112963.0,4.0,2023.0,High,6.0
7488.0,AI Engineer,Enterprise,Finance,Australia,Remote,Senior,8.0,Bachelor,1.0,1.0,1.0,0.0,0.0,150523.0,11.0,2025.0,Medium,2.0
7489.0,Data Engineer,Enterprise,Retail,India,Onsite,Entry,12.0,Bachelor,0.0,1.0,0.0,0.0,1.0,63773.0,8.0,2024.0,Medium,4.0
7490.0,Machine Learning Engineer,Medium,Retail,Australia,Hybrid,Entry,14.0,Master,0.0,0.0,1.0,1.0,0.0,115899.0,11.0,2021.0,High,5.0
7491.0,AI Engineer,Startup,Retail,Canada,Remote,Entry,11.0,PhD,1.0,0.0,1.0,1.0,0.0,120396.0,9.0,2020.0,High,5.0
7492.0,AI Engineer,MNC,Finance,UK,Remote,Senior,11.0,Bachelor,0.0,0.0,1.0,0.0,1.0,183037.0,3.0,2022.0,Medium,1.0
7493.0,Data Scientist,Startup,Finance,India,Remote,Mid,4.0,Master,0.0,1.0,0.0,1.0,1.0,99197.0,4.0,2023.0,High,8.0
7494.0,Machine Learning Engineer,Medium,Retail,Canada,Hybrid,Entry,7.0,Master,0.0,1.0,0.0,0.0,0.0,89091.0,3.0,2024.0,Low,4.0
7495.0,Data Scientist,Enterprise,Retail,Germany,Hybrid,Mid,7.0,,0.0,1.0,1.0,0.0,1.0,101320.0,6.0,2022.0,Low,5.0
7496.0,Business Analyst,Enterprise,Technology,Germany,Remote,Mid,12.0,,0.0,0.0,0.0,0.0,1.0,89305.0,3.0,2023.0,Medium,3.0
7497.0,Data Analyst,Startup,Technology,Germany,Hybrid,Senior,7.0,Bachelor,1.0,0.0,0.0,0.0,0.0,103229.0,9.0,2026.0,High,7.0
7498.0,Data Analyst,Enterprise,Healthcare,UK,Remote,Mid,9.0,PhD,1.0,1.0,0.0,0.0,0.0,76873.0,3.0,2026.0,Medium,3.0
7499.0,Data Scientist,Startup,E-commerce,Canada,Onsite,Entry,11.0,PhD,1.0,1.0,1.0,1.0,1.0,90807.0,4.0,2020.0,High,9.0
7500.0,AI Engineer,MNC,Education,Singapore,Remote,Entry,9.0,PhD,1.0,1.0,1.0,0.0,1.0,133904.0,6.0,2020.0,Medium,4.0
7501.0,Machine Learning Engineer,Medium,Technology,Singapore,Hybrid,Senior,14.0,,1.0,1.0,1.0,1.0,1.0,175574.0,8.0,2021.0,High,7.0
7502.0,Machine Learning Engineer,MNC,Technology,USA,Remote,Senior,7.0,Bachelor,1.0,0.0,1.0,0.0,0.0,175571.0,2.0,2024.0,Low,3.0
7503.0,Data Analyst,MNC,Retail,Singapore,Remote,Senior,12.0,PhD,0.0,1.0,1.0,0.0,0.0,132419.0,2.0,2022.0,Medium,1.0
7504.0,Machine Learning Engineer,Enterprise,Retail,Australia,Remote,Entry,3.0,Master,1.0,1.0,0.0,0.0,0.0,92085.0,4.0,2021.0,Low,1.0
7505.0,AI Engineer,Medium,Retail,Australia,Hybrid,Mid,7.0,PhD,1.0,0.0,0.0,0.0,1.0,121022.0,1.0,2025.0,High,8.0
7506.0,Machine Learning Engineer,Startup,Healthcare,UK,Remote,Mid,3.0,Bachelor,1.0,1.0,0.0,1.0,1.0,143457.0,10.0,2026.0,High,7.0
7507.0,Data Scientist,Startup,Healthcare,Germany,Remote,Senior,10.0,Master,1.0,1.0,1.0,1.0,0.0,132270.0,10.0,2024.0,High,2.0
7508.0,Machine Learning Engineer,Startup,Technology,USA,Hybrid,Entry,7.0,Master,0.0,1.0,1.0,1.0,1.0,128553.0,8.0,2022.0,High,4.0
7509.0,Business Analyst,Medium,Education,USA,Onsite,Senior,,Bachelor,1.0,0.0,0.0,0.0,0.0,95461.0,5.0,2026.0,Low,6.0
7510.0,Data Analyst,MNC,Finance,USA,Onsite,Entry,10.0,PhD,1.0,0.0,0.0,0.0,1.0,76855.0,11.0,2020.0,High,7.0
7511.0,Data Engineer,Enterprise,Retail,Singapore,Remote,Mid,0.0,PhD,1.0,1.0,0.0,1.0,1.0,98016.0,6.0,2022.0,Low,3.0
7512.0,Business Analyst,MNC,Technology,UK,Remote,Mid,0.0,Bachelor,1.0,1.0,1.0,0.0,0.0,107719.0,11.0,2025.0,High,8.0
7513.0,Business Analyst,Enterprise,Technology,Germany,Hybrid,Mid,9.0,,1.0,1.0,1.0,1.0,1.0,118155.0,8.0,2023.0,High,7.0
7514.0,Data Analyst,Enterprise,Retail,UK,Remote,Senior,2.0,Master,1.0,1.0,1.0,0.0,1.0,123593.0,5.0,2021.0,High,9.0
7515.0,Machine Learning Engineer,Enterprise,Finance,Singapore,Onsite,Mid,,PhD,1.0,0.0,1.0,1.0,,142999.0,10.0,2021.0,High,2.0
7516.0,Machine Learning Engineer,Startup,Education,UK,Remote,Senior,7.0,Master,1.0,0.0,1.0,1.0,,177908.0,3.0,2020.0,High,5.0
7517.0,Data Engineer,Enterprise,E-commerce,Singapore,Hybrid,Entry,1.0,Master,1.0,0.0,1.0,1.0,0.0,79946.0,4.0,2024.0,High,3.0
7518.0,Business Analyst,Startup,Healthcare,USA,Hybrid,Mid,10.0,PhD,0.0,0.0,0.0,1.0,,,9.0,2020.0,Medium,2.0
7519.0,Machine Learning Engineer,MNC,Healthcare,USA,Onsite,Mid,4.0,Bachelor,0.0,1.0,0.0,1.0,,150737.0,10.0,2020.0,Low,4.0
7520.0,Data Analyst,Medium,Retail,Germany,Hybrid,Entry,13.0,Bachelor,1.0,0.0,0.0,1.0,1.0,74708.0,11.0,2026.0,Medium,5.0
7521.0,Business Analyst,Medium,Education,Singapore,Onsite,Mid,8.0,Bachelor,0.0,1.0,1.0,1.0,0.0,108943.0,12.0,2025.0,High,6.0
7522.0,AI Engineer,MNC,Retail,India,Hybrid,Senior,13.0,PhD,1.0,0.0,0.0,0.0,1.0,170188.0,10.0,2021.0,High,7.0
7523.0,Machine Learning Engineer,Startup,Retail,Australia,Onsite,Entry,2.0,Master,0.0,0.0,1.0,0.0,1.0,110845.0,6.0,2023.0,High,7.0
7524.0,Business Analyst,Startup,Education,Australia,Remote,Entry,13.0,PhD,0.0,1.0,0.0,0.0,0.0,47226.0,9.0,2022.0,High,9.0
7525.0,Data Analyst,,Retail,Germany,Onsite,Senior,12.0,Bachelor,1.0,1.0,0.0,1.0,0.0,118472.0,10.0,2022.0,Medium,2.0
7526.0,AI Engineer,MNC,Healthcare,UK,Onsite,Mid,3.0,Bachelor,0.0,1.0,1.0,1.0,0.0,162247.0,8.0,2025.0,High,5.0
7527.0,Machine Learning Engineer,,Finance,UK,Onsite,Senior,10.0,Bachelor,1.0,1.0,0.0,1.0,1.0,161167.0,9.0,2025.0,Medium,1.0
7528.0,Data Analyst,Startup,E-commerce,USA,Hybrid,Senior,5.0,Bachelor,1.0,1.0,0.0,1.0,1.0,123833.0,3.0,2021.0,Low,2.0
7529.0,Business Analyst,MNC,Education,USA,Hybrid,Mid,5.0,Bachelor,0.0,1.0,1.0,1.0,0.0,126490.0,2.0,2026.0,High,6.0
7530.0,AI Engineer,Startup,Education,Australia,Onsite,Senior,3.0,PhD,1.0,0.0,0.0,0.0,0.0,142474.0,10.0,2025.0,Low,4.0
7531.0,Machine Learning Engineer,Enterprise,E-commerce,UK,Hybrid,Mid,10.0,PhD,1.0,0.0,1.0,0.0,0.0,129505.0,2.0,2020.0,Medium,1.0
7532.0,Machine Learning Engineer,MNC,E-commerce,Singapore,Hybrid,Entry,14.0,PhD,0.0,0.0,0.0,0.0,1.0,123370.0,5.0,2022.0,Medium,5.0
7533.0,Data Analyst,,Education,Singapore,Onsite,Mid,10.0,Master,0.0,0.0,1.0,0.0,0.0,92661.0,12.0,2022.0,High,7.0
7534.0,Machine Learning Engineer,MNC,Finance,Singapore,Remote,Mid,,,1.0,0.0,1.0,0.0,,160767.0,7.0,2025.0,Medium,1.0
7535.0,AI Engineer,Enterprise,Retail,Australia,Hybrid,Entry,4.0,PhD,0.0,1.0,0.0,0.0,0.0,93612.0,10.0,2024.0,Low,5.0
7536.0,Data Engineer,Medium,Healthcare,India,Hybrid,Senior,14.0,Master,0.0,1.0,1.0,1.0,1.0,140436.0,2.0,2020.0,High,4.0
7537.0,Data Analyst,Enterprise,Finance,USA,Hybrid,Entry,1.0,Master,0.0,0.0,1.0,0.0,1.0,79803.0,10.0,2021.0,Low,6.0
7538.0,Data Analyst,Medium,Retail,Australia,Remote,Senior,1.0,Bachelor,0.0,0.0,1.0,0.0,0.0,112901.0,2.0,2021.0,High,9.0
7539.0,Data Analyst,Enterprise,Finance,Canada,Hybrid,Senior,13.0,,0.0,1.0,1.0,1.0,0.0,134205.0,4.0,2025.0,High,8.0
7540.0,Business Analyst,Enterprise,Finance,Canada,Onsite,Entry,12.0,,0.0,1.0,1.0,0.0,0.0,61273.0,2.0,2022.0,High,7.0
7541.0,Data Analyst,Enterprise,Finance,UK,Hybrid,Mid,0.0,Master,0.0,0.0,1.0,0.0,1.0,100472.0,9.0,2022.0,Low,3.0
7542.0,Data Scientist,Enterprise,Education,Singapore,Onsite,Mid,10.0,Master,1.0,1.0,1.0,0.0,1.0,99220.0,11.0,2025.0,Medium,3.0
7543.0,Data Engineer,MNC,Education,Singapore,Remote,Senior,1.0,Bachelor,0.0,0.0,1.0,1.0,0.0,148730.0,8.0,2024.0,High,2.0
7544.0,Data Scientist,Medium,Education,USA,Remote,Senior,,Bachelor,0.0,1.0,0.0,0.0,1.0,105712.0,9.0,2022.0,High,7.0
7545.0,Machine Learning Engineer,Medium,Healthcare,Canada,Remote,Mid,14.0,Master,1.0,0.0,1.0,1.0,1.0,153081.0,4.0,2022.0,High,7.0
7546.0,Machine Learning Engineer,Enterprise,Finance,Canada,Hybrid,Entry,,Bachelor,0.0,1.0,1.0,0.0,1.0,111752.0,1.0,2023.0,High,8.0
7547.0,AI Engineer,MNC,E-commerce,India,Hybrid,Senior,12.0,,0.0,1.0,0.0,1.0,0.0,178856.0,3.0,2024.0,Medium,3.0
